codigo_postal,nombre,provincia
15177,BUINTE,A Coruña/La Coruña
15177,CABREIRA (MAIANCA),A Coruña/La Coruña
15177,CANABAL (MERA),A Coruña/La Coruña
15177,CANIDE (MAIANCA),A Coruña/La Coruña
15177,CASTAÑEIRA,A Coruña/La Coruña
15177,CIVIDANES,A Coruña/La Coruña
15177,COSTA DE ABA,A Coruña/La Coruña
15177,COUTO (MERA),A Coruña/La Coruña
15177,CUBO (MERA),A Coruña/La Coruña
15177,DEXO (SANTA MARIA),A Coruña/La Coruña
15177,ESPIÑEIRO (MERA),A Coruña/La Coruña
15177,FARO (MERA),A Coruña/La Coruña
15177,FONTE DE ABAIXO,A Coruña/La Coruña
15177,FORNOS (MERA),A Coruña/La Coruña
15177,GANDARA (MERA),A Coruña/La Coruña
15177,"GRANXA, URBANIZACION",A Coruña/La Coruña
15177,GRANXARON,A Coruña/La Coruña
15177,"LAGUNA MERA, A",A Coruña/La Coruña
15177,LODEIRA,A Coruña/La Coruña
15177,LORBE,A Coruña/La Coruña
15177,MAIANCA (SAN COSME),A Coruña/La Coruña
15177,MERA (MERA),A Coruña/La Coruña
15177,MOLLON (MERA),A Coruña/La Coruña
15177,PADROELO (MERA),A Coruña/La Coruña
15177,PARAMEIRAS,A Coruña/La Coruña
15177,PARDIÑEIRO (MERA),A Coruña/La Coruña
15177,PEDROSIÑO,A Coruña/La Coruña
15177,PEREIRA (MERA),A Coruña/La Coruña
15177,PORTELA (MERA),A Coruña/La Coruña
15177,PUNXEIRO (MERA),A Coruña/La Coruña
15177,SANTA ANA (DORNEDA),A Coruña/La Coruña
15177,SEIXO BLANCO (SAN XULIAN SERANTES),A Coruña/La Coruña
15177,SERANTES (SAN XULIAN),A Coruña/La Coruña
15177,SUBIÑA,A Coruña/La Coruña
15177,TORRE (MERA),A Coruña/La Coruña
15177,TORRES DE LORBE,A Coruña/La Coruña
15177,VIGO (MERA),A Coruña/La Coruña
15177,XABRON,A Coruña/La Coruña
15177,XOEZ,A Coruña/La Coruña
15177,XOGO DA BOLA,A Coruña/La Coruña
15178,ABELEIRAS (DORMEDA),A Coruña/La Coruña
15178,AGUARRIO,A Coruña/La Coruña
15178,AGUIEIRA (DORNEDA),A Coruña/La Coruña
15178,ARILLO,A Coruña/La Coruña
15178,BREIXO,A Coruña/La Coruña
15178,COUTA,A Coruña/La Coruña
15178,COUTO (DORNEDA),A Coruña/La Coruña
15178,CUBO (DORNEDA),A Coruña/La Coruña
15178,DORNEDA (SAN MARTIÑO),A Coruña/La Coruña
15178,"GALGOS, OS (DORNEDA)",A Coruña/La Coruña
15178,LOURIDO (MUIÑOS-DORNEDA),A Coruña/La Coruña
15178,LOURIDO GRANDE,A Coruña/La Coruña
15178,LOURIDO PEQUENO,A Coruña/La Coruña
15178,PINAR DO RIO,A Coruña/La Coruña
15178,SISALDO,A Coruña/La Coruña
15178,TORNOS (DORNEDA),A Coruña/La Coruña
15178,XAZ,A Coruña/La Coruña
15179,BABILONIA,A Coruña/La Coruña
15179,BAÑIL,A Coruña/La Coruña
15179,BASTIAGUEIRO,A Coruña/La Coruña
15179,CHOUPANA (PORTO DE SANTA CRUZ),A Coruña/La Coruña
15179,CORUXO DE ABAIXO (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,CORUXO DE ARRIBA (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,CUBO (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,EIRIS (PORTO DE SANTA CRUZ),A Coruña/La Coruña
15179,ESPIÑO (SANTA CRUZ),A Coruña/La Coruña
15179,FERRALA,A Coruña/La Coruña
15179,FRANZOMEL,A Coruña/La Coruña
15179,LAMASTELLE,A Coruña/La Coruña
15179,LONGORA,A Coruña/La Coruña
15179,MEIXONFRIO (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,MONTROVE,A Coruña/La Coruña
15179,MUIÑO (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,PAZOS (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,PORTO DE SANTA CRUZ,A Coruña/La Coruña
15179,ROMARDEIRO,A Coruña/La Coruña
15179,SANTA CRUZ (PORTO SANTA CRUZ),A Coruña/La Coruña
15179,SEIXO (PORTO DE SANTA CRUZ),A Coruña/La Coruña
15179,VISTA ALEGRE (PORTO DE SANTA CRUZ),A Coruña/La Coruña
15180,ALVEDRO,A Coruña/La Coruña
15180,CAMPO DE AVIACION,A Coruña/La Coruña
15180,CAMPOS (SIGRAS),A Coruña/La Coruña
15180,CARCABELOS,A Coruña/La Coruña
15180,"CATAS, AS",A Coruña/La Coruña
15180,CHOEIRA,A Coruña/La Coruña
15180,COSTA DE ALVEDRO,A Coruña/La Coruña
15180,MARISQUEIRA,A Coruña/La Coruña
15180,PELAMIOS,A Coruña/La Coruña
15180,POLIGONO INDUSTRIAL A GRANXA,A Coruña/La Coruña
15180,REGUEIRA (ALVEDRO),A Coruña/La Coruña
15181,AIAN,A Coruña/La Coruña
15181,ALLAN,A Coruña/La Coruña
15181,ALTAMIRA (SIGRAS),A Coruña/La Coruña
15181,ALTO DA ROCHA,A Coruña/La Coruña
15181,ANCEIS (SIGRAS),A Coruña/La Coruña
15181,CABANA (DE ANCEIS-SIGRAS),A Coruña/La Coruña
15181,CABANA (DE SIGRAS),A Coruña/La Coruña
15181,CAMPO (SIGRAS),A Coruña/La Coruña
15181,CAMPONES,A Coruña/La Coruña
15181,CARREIRA (SIGRAS),A Coruña/La Coruña
15181,CARROS,A Coruña/La Coruña
15181,CASTROBO (SIGRAS),A Coruña/La Coruña
15181,CATRO VENTOS (SIGRAS),A Coruña/La Coruña
15181,COENCE,A Coruña/La Coruña
15181,COSTA (SIGRAS),A Coruña/La Coruña
15181,CURRILLO,A Coruña/La Coruña
15181,CURROS (SIGRAS),A Coruña/La Coruña
15181,DROZO (SIGRAS),A Coruña/La Coruña
15181,GAITEIRO,A Coruña/La Coruña
15181,IGLESIA (SIGRAS),A Coruña/La Coruña
15181,INXERTOS (SIGRAS),A Coruña/La Coruña
15181,MERCURIN (SIGRAS),A Coruña/La Coruña
15181,PENA (SIGRAS),A Coruña/La Coruña
15181,PICARDOS,A Coruña/La Coruña
15181,PITE (SIGRAS),A Coruña/La Coruña
15181,PONTIDO,A Coruña/La Coruña
15181,REGO (SIGRAS),A Coruña/La Coruña
15181,"ROCHA, A (SIGRAS)",A Coruña/La Coruña
15181,SAN BENITO (SIGRAS),A Coruña/La Coruña
15181,SEOANE (SIGRAS),A Coruña/La Coruña
15181,SIGRAS (SANTIAGO),A Coruña/La Coruña
15181,SIGRAS DE ABAIXO,A Coruña/La Coruña
15181,SIGRAS DE ARRIBA,A Coruña/La Coruña
15181,SOBRECARREIRA,A Coruña/La Coruña
15181,SOUTO (SIGRAS),A Coruña/La Coruña
15181,"TELVA (SIGRAS, DE)",A Coruña/La Coruña
15181,VILAR (SIGRAS),A Coruña/La Coruña
15181,XIRA,A Coruña/La Coruña
15182,AZUEIRA,A Coruña/La Coruña
15182,BELBIS (ESPERON),A Coruña/La Coruña
15182,BELVIS (CARRAL),A Coruña/La Coruña
15182,BELVIS (ESPERON),A Coruña/La Coruña
15182,BREXA,A Coruña/La Coruña
15182,CALLE (ESPERON),A Coruña/La Coruña
15182,CAMBELA,A Coruña/La Coruña
15182,CAPELOS (ESPERON),A Coruña/La Coruña
15182,CASETAS (ESPERON),A Coruña/La Coruña
15182,CHOUZON,A Coruña/La Coruña
15182,CORPO SANTO,A Coruña/La Coruña
15182,CORRALES LA IGLESIA (ESPERON),A Coruña/La Coruña
15182,ESPERON (ESPERON),A Coruña/La Coruña
15182,FONTE DOS MATOS,A Coruña/La Coruña
15182,GOSENDE (ESPERON),A Coruña/La Coruña
15182,"IGLESIA, A (ESPERON)",A Coruña/La Coruña
15182,LAMEIRA (ESPERON),A Coruña/La Coruña
15182,LODEIRO (ESPERON),A Coruña/La Coruña
15182,MONTE (ESPERON),A Coruña/La Coruña
15182,PEDRIDO (ESPERON),A Coruña/La Coruña
15182,PIÑEIRO (ESPERON),A Coruña/La Coruña
15182,PONTE DA BREXA,A Coruña/La Coruña
15182,"RAMOS, OS (ESPERON)",A Coruña/La Coruña
15182,SAN XIAN,A Coruña/La Coruña
15182,SERGUDE (ESPERON),A Coruña/La Coruña
15182,TABEAIO,A Coruña/La Coruña
15182,TARROEIRA (ESPERON),A Coruña/La Coruña
15182,VALIÑO (ESPERON),A Coruña/La Coruña
15182,VILAMOURO (ESPREON),A Coruña/La Coruña
15182,VILAMOURO DE ARRIBA,A Coruña/La Coruña
15182,VISTA REAL (ESPERON),A Coruña/La Coruña
15183,ARGONTE,A Coruña/La Coruña
15183,CABANCAS,A Coruña/La Coruña
15183,CALLE (HERVES),A Coruña/La Coruña
15183,CANEDO (HERBES),A Coruña/La Coruña
15183,CIMADEVILA (HERVES),A Coruña/La Coruña
15183,CURRO (HERVES),A Coruña/La Coruña
15183,ESPERANTE,A Coruña/La Coruña
15183,GUNDISAL,A Coruña/La Coruña
15183,HERVES,A Coruña/La Coruña
15183,HORTA DO CONDE,A Coruña/La Coruña
15183,"IGLESIA, A (CELA)",A Coruña/La Coruña
15183,"IGLESIA, A (QUEMBRE)",A Coruña/La Coruña
15183,LAGO (HERVES),A Coruña/La Coruña
15183,MEAN,A Coruña/La Coruña
15183,MELLA (HERVES),A Coruña/La Coruña
15183,MONTECILO (HERVES),A Coruña/La Coruña
15183,NOVAS (HERVES),A Coruña/La Coruña
15183,OUTEIRO (HERVES),A Coruña/La Coruña
15183,PAIOSACO (ARMENTON),A Coruña/La Coruña
15183,PARADA DE ABAIXO,A Coruña/La Coruña
15183,PARADA DE ARRIBA,A Coruña/La Coruña
15183,PARADELA (HERVES),A Coruña/La Coruña
15183,PEDREIRA (CERCEDA),A Coruña/La Coruña
15183,PEITO (HERVES),A Coruña/La Coruña
15183,PENDO (CERCEDA),A Coruña/La Coruña
15183,PIÑEIRO (CERCEDA),A Coruña/La Coruña
15183,PONTE LAGO,A Coruña/La Coruña
15183,PONTELAGO,A Coruña/La Coruña
15183,PORRIÑO,A Coruña/La Coruña
15183,POZA (HERVES),A Coruña/La Coruña
15183,PUMAR (CERCEDA),A Coruña/La Coruña
15183,QUEMBRE,A Coruña/La Coruña
15183,RIBEIRA (HERVES),A Coruña/La Coruña
15183,SALGUEIROS (HERVES),A Coruña/La Coruña
15183,SOBREVENTANAS,A Coruña/La Coruña
15183,SOUTO DE ARRIBA,A Coruña/La Coruña
15183,TAXEA,A Coruña/La Coruña
15183,TEIXOEIRAS (HERVES),A Coruña/La Coruña
15183,TRAVESAS (HERVES),A Coruña/La Coruña
15183,VEIRA (STA MARIA),A Coruña/La Coruña
15184,BATAN (SUMIO),A Coruña/La Coruña
15184,BELBIS (SUMIO),A Coruña/La Coruña
15184,BELVIS (SUMIO),A Coruña/La Coruña
15184,CABRA DE ABAIXO,A Coruña/La Coruña
15184,CABRA DE ARRIBA,A Coruña/La Coruña
15184,CABRA DO MEDIO,A Coruña/La Coruña
15184,CAMPO DA ALDEA,A Coruña/La Coruña
15184,CELAS (SUMIO),A Coruña/La Coruña
15184,CHAMOSO (SUMIO),A Coruña/La Coruña
15184,CHAN DO SOUTO (SUMIO),A Coruña/La Coruña
15184,CORREDOIRA (SUMIO),A Coruña/La Coruña
15184,CURTIÑELA (SUMIO),A Coruña/La Coruña
15184,GALGANS,A Coruña/La Coruña
15184,"IGLESIA, A (SUMIO)",A Coruña/La Coruña
15184,LALE (SUMIO),A Coruña/La Coruña
15184,LAMAGAL,A Coruña/La Coruña
15184,LAMEGAL,A Coruña/La Coruña
15184,LAVANDEIRA (SUMIO),A Coruña/La Coruña
15184,LOUREIRO (SUMIO),A Coruña/La Coruña
15184,MENDE (SUMIO),A Coruña/La Coruña
15184,MONTEMEAN (SUMIO),A Coruña/La Coruña
15184,POUSADA (SUMIO),A Coruña/La Coruña
15184,PRADO (SUMIO),A Coruña/La Coruña
15184,PROVANZO,A Coruña/La Coruña
15184,RUBIEIRO (SUMIO),A Coruña/La Coruña
15184,SAN PEDRO (SUMIO),A Coruña/La Coruña
15184,SOUTO DE CUARTO,A Coruña/La Coruña
15184,SOUTO FIGUEIRA,A Coruña/La Coruña
15184,SUMIO (SANTIAGO),A Coruña/La Coruña
15184,TARROEIRA (SUMIO),A Coruña/La Coruña
15184,VILASUSO,A Coruña/La Coruña
15184,XOCIN,A Coruña/La Coruña
15184,XONTES GRANDE,A Coruña/La Coruña
15184,XONTES PEQUENO,A Coruña/La Coruña
15184,XUNTIN,A Coruña/La Coruña
15184,ZABUCEDA,A Coruña/La Coruña
15185,ALBARDA,A Coruña/La Coruña
15185,ALGA,A Coruña/La Coruña
15185,ALTO (CERCEDA),A Coruña/La Coruña
15185,ANTEMIL,A Coruña/La Coruña
15185,BUENOS AIRES (CERCEDA),A Coruña/La Coruña
15185,CACHIZO,A Coruña/La Coruña
15185,CAMPO DA FEIRA (CERCEDA),A Coruña/La Coruña
15185,CANCELA (CECEDA),A Coruña/La Coruña
15185,CANDENDO (CERCEDA),A Coruña/La Coruña
15185,CARBALLAL (CERCEDA),A Coruña/La Coruña
15185,CASANOVA (CERCEDA),A Coruña/La Coruña
15185,"CASTRO, O (CERCEDA)",A Coruña/La Coruña
15185,CERCEDA (SAN MARTIN),A Coruña/La Coruña
15185,CODESAL (CERCEDA),A Coruña/La Coruña
15185,CORTELLE (CERCEDA),A Coruña/La Coruña
15185,COTO (CERCEDA),A Coruña/La Coruña
15185,"CRUCE, O (CERCEDA)",A Coruña/La Coruña
15185,ESPERON (CERCEDA),A Coruña/La Coruña
15185,FINS,A Coruña/La Coruña
15185,FONTAIÑA (CERCEDA),A Coruña/La Coruña
15185,FRACELA (CERCEDA),A Coruña/La Coruña
15185,GALIÑA,A Coruña/La Coruña
15185,GANDARA (CERCEDA),A Coruña/La Coruña
15185,GUNTIN (SOFAN),A Coruña/La Coruña
15185,MATO VELLO,A Coruña/La Coruña
15185,"MATO, O (CERCEDA)",A Coruña/La Coruña
15185,OUTEIRO (CERCEDA),A Coruña/La Coruña
15185,RABADEIRA (CERCEDA),A Coruña/La Coruña
15185,REGUEIRA (CERCEDA),A Coruña/La Coruña
15185,RIBASOUTAS,A Coruña/La Coruña
15185,SEOANE (CERCEDA),A Coruña/La Coruña
15185,SILVAOSCURA (CERCEDA),A Coruña/La Coruña
15185,SOBRE DA FONTE,A Coruña/La Coruña
15185,TIGUEIRA,A Coruña/La Coruña
15185,TRIGUEIRA (CERCEDA),A Coruña/La Coruña
15185,VILA DA IGLESIA (CERCEDA),A Coruña/La Coruña
15185,VILAPROGRESO,A Coruña/La Coruña
15185,VILAR (CERCEDA),A Coruña/La Coruña
15185,XERMAR DE ABAIXO,A Coruña/La Coruña
15185,XERMAR DE ARRIBA,A Coruña/La Coruña
15186,ABELEIRA (RODIS),A Coruña/La Coruña
15186,ABELLEIRA (QUEIXAS),A Coruña/La Coruña
15186,ALTAMIRA (XESTEDA),A Coruña/La Coruña
15186,ARCHEIRA,A Coruña/La Coruña
15186,ARUXEIRA,A Coruña/La Coruña
15186,ASTANDE DE ABAIXO,A Coruña/La Coruña
15186,ASTANDE DE ARRIBA,A Coruña/La Coruña
15186,ATRIO (RODIS),A Coruña/La Coruña
15186,BAIUCA (RODIS),A Coruña/La Coruña
15186,BARREIRO (RODIS),A Coruña/La Coruña
15186,BARROSA,A Coruña/La Coruña
15186,BARROSO (QUEIXAS),A Coruña/La Coruña
15186,BELIR,A Coruña/La Coruña
15186,BELSAR (XESTEDA),A Coruña/La Coruña
15186,BOEDO (QUEIXAS),A Coruña/La Coruña
15186,BOIMIL (XESTEDA),A Coruña/La Coruña
15186,BOUZARELOS,A Coruña/La Coruña
15186,BRAÑA DAS XEIRAS,A Coruña/La Coruña
15186,BRAZAL DE ABAIXO,A Coruña/La Coruña
15186,BRAZAL DE ARRIBA,A Coruña/La Coruña
15186,BREA (XESTEDA),A Coruña/La Coruña
15186,BUZARELOS,A Coruña/La Coruña
15186,CABADAS,A Coruña/La Coruña
15186,CABALAR (XESTEDA),A Coruña/La Coruña
15186,CALVARIO (QUEIXAS),A Coruña/La Coruña
15186,"CALVO, O",A Coruña/La Coruña
15186,CAMPO (XESTEDA),A Coruña/La Coruña
15186,CAMPO DA FONTE,A Coruña/La Coruña
15186,CAMPO DE ABAJO,A Coruña/La Coruña
15186,CAMPO DE TORIO,A Coruña/La Coruña
15186,CAMPO MAIOR,A Coruña/La Coruña
15186,CAMPOLEIRA DE SANDIAN,A Coruña/La Coruña
15186,CAPELA DE LODEIRO,A Coruña/La Coruña
15186,CARBALLAL (RODIS),A Coruña/La Coruña
15186,CARBALLAS (RODIS),A Coruña/La Coruña
15186,CARBALLEIRA (RODIS),A Coruña/La Coruña
15186,CARRACEDO (XESTEDA),A Coruña/La Coruña
15186,CARRIL (RODIS),A Coruña/La Coruña
15186,CASAGRANDE (RODIS),A Coruña/La Coruña
15186,CASALDALBRE,A Coruña/La Coruña
15186,"CASTROS, OS (XESTEDA)",A Coruña/La Coruña
15186,"CERCEDA, DE, ESTACION",A Coruña/La Coruña
15186,CERDEIRA (QUEIXAS),A Coruña/La Coruña
15186,CERDEIRA (RODIS),A Coruña/La Coruña
15186,CERQUEIRAS (RODIS),A Coruña/La Coruña
15186,CHOUZA (QUEIXAS),A Coruña/La Coruña
15186,COBA DAS ANDES (RODIS),A Coruña/La Coruña
15186,COBENLLAS,A Coruña/La Coruña
15186,COSTA (XESTEDA),A Coruña/La Coruña
15186,COSTABELLA (QUEIXAS),A Coruña/La Coruña
15186,COSTIÑA (XESTEDA),A Coruña/La Coruña
15186,"COTE, O",A Coruña/La Coruña
15186,CRUCEIRO (QUEIXAS),A Coruña/La Coruña
15186,"CRUCEIRO, O (XESTEDA)",A Coruña/La Coruña
15186,CURRO (XESTEDA),A Coruña/La Coruña
15186,ESPIÑEIRA (XESTEDA),A Coruña/La Coruña
15186,FOLGAR (RODIS),A Coruña/La Coruña
15186,FONTAN (RODIS),A Coruña/La Coruña
15186,FONTAN (XESTEDA),A Coruña/La Coruña
15186,FRAGA (XESTEDA),A Coruña/La Coruña
15186,GANDARA (RODIS),A Coruña/La Coruña
15186,GANDARA (XESTEDA),A Coruña/La Coruña
15186,GOSENDE (RODIS),A Coruña/La Coruña
15186,IGLESARIO (QUEIXAS),A Coruña/La Coruña
15186,LAGOA (QUEIXAS),A Coruña/La Coruña
15186,LIÑARES (XESTEDA),A Coruña/La Coruña
15186,LODEIRO DE ABAIXO,A Coruña/La Coruña
15186,LODEIRO DE ARRIBA,A Coruña/La Coruña
15186,LONDOÑO,A Coruña/La Coruña
15186,LOUREIRO (RODIS),A Coruña/La Coruña
15186,MIXON,A Coruña/La Coruña
15186,MOUCHO (RODIS),A Coruña/La Coruña
15186,MOUCHO (XESTEDA),A Coruña/La Coruña
15186,NESPEREIRA (QUEIXAS),A Coruña/La Coruña
15186,ORXEIRA (XESTEDA),A Coruña/La Coruña
15186,OURIÑO (RODIS),A Coruña/La Coruña
15186,PASAXE (RODIS),A Coruña/La Coruña
15186,PAU DO LOBO,A Coruña/La Coruña
15186,PAZOS (RODIS),A Coruña/La Coruña
15186,PEDREGAL (QUEIXAS),A Coruña/La Coruña
15186,PENZO,A Coruña/La Coruña
15186,PETON (RODIS),A Coruña/La Coruña
15186,PICOTA (XESTEDA),A Coruña/La Coruña
15186,PIÑEIRO (RODIS),A Coruña/La Coruña
15186,POCIÑA,A Coruña/La Coruña
15186,PONTE (QUEIXAS),A Coruña/La Coruña
15186,PONTE (XESTEDA),A Coruña/La Coruña
15186,PORTOBREA,A Coruña/La Coruña
15186,PORTOFRANCO,A Coruña/La Coruña
15186,QUEIXAS (SANTA MARIA),A Coruña/La Coruña
15186,RECEGULFE,A Coruña/La Coruña
15186,REDONDELO (QUEIXAS),A Coruña/La Coruña
15186,REGUEIRO (QUEIXAS),A Coruña/La Coruña
15186,RODIS (SAN MARTIÑO),A Coruña/La Coruña
15186,SABUGUEIRO (QUEIXAS),A Coruña/La Coruña
15186,SALGUEIRO (RODIS),A Coruña/La Coruña
15186,SAN AMADO DA SILVA,A Coruña/La Coruña
15186,SAN PEDRO (XESTEDA),A Coruña/La Coruña
15186,SAN VICENTE,A Coruña/La Coruña
15186,SAN VICENZO,A Coruña/La Coruña
15186,SANDIAN,A Coruña/La Coruña
15186,SANTA COMBA (XESTEDA),A Coruña/La Coruña
15186,SARTEGO (RODIS),A Coruña/La Coruña
15186,SEIXOEIRA,A Coruña/La Coruña
15186,"SILVA (SAN AMARO, DA)",A Coruña/La Coruña
15186,"SILVA, A (RODIS)",A Coruña/La Coruña
15186,SO (AGRA),A Coruña/La Coruña
15186,SOCASTRO (XESTEDA),A Coruña/La Coruña
15186,SUCADIO,A Coruña/La Coruña
15186,TABLILLA,A Coruña/La Coruña
15186,TASENDE,A Coruña/La Coruña
15186,TELLEIRO (QUEIXAS),A Coruña/La Coruña
15186,TORRE (RODIS),A Coruña/La Coruña
15186,"TORRE, A",A Coruña/La Coruña
15186,TOURAL (RODIS),A Coruña/La Coruña
15186,TOURIO,A Coruña/La Coruña
15186,TREBELLE,A Coruña/La Coruña
15186,UBAL,A Coruña/La Coruña
15186,UZAL (RODIS),A Coruña/La Coruña
15186,VILAMARTA DE ABAIXO,A Coruña/La Coruña
15186,VILAMARTA DE ARRIBA,A Coruña/La Coruña
15186,VILAMEAN,A Coruña/La Coruña
15186,VILAR BELLO (QUEIXAS),A Coruña/La Coruña
15186,VILAR BELLO (RODIS),A Coruña/La Coruña
15186,VILAR DE QUEIXAS,A Coruña/La Coruña
15186,VIRIS,A Coruña/La Coruña
15186,XENDE (RODIS),A Coruña/La Coruña
15186,XESTEDA,A Coruña/La Coruña
15186,XIMAREO,A Coruña/La Coruña
15187,"ANGUIEIRO (ENCROBAS, AS)",A Coruña/La Coruña
15187,ARROIO,A Coruña/La Coruña
15187,"AVIEIRA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"BARROSO (ENCROBAS, AS)",A Coruña/La Coruña
15187,"BELSAR (ENCROBAS, AS)",A Coruña/La Coruña
15187,"BREA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"BUENOS AIRES (ENCROBAS, AS)",A Coruña/La Coruña
15187,"BURATA (ENCROBAS, AS)",A Coruña/La Coruña
15187,BURIS,A Coruña/La Coruña
15187,CAMPO RAPADO,A Coruña/La Coruña
15187,"CAPELA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"COSTIÑA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"COTIÑO (ENCROBAS, AS)",A Coruña/La Coruña
15187,CROEDA,A Coruña/La Coruña
15187,"CURRO (ENCROBAS, AS)",A Coruña/La Coruña
15187,"ENCROBAS, AS (SAN ROMAN)",A Coruña/La Coruña
15187,"ENFESTA (ENCROBAS, AS)",A Coruña/La Coruña
15187,ESCADOBA,A Coruña/La Coruña
15187,"FERRERIA (ENCROBAS, AS)",A Coruña/La Coruña
15187,FONTENLO,A Coruña/La Coruña
15187,"FRANCELOS (ENCROBAS, AS)",A Coruña/La Coruña
15187,GONTON,A Coruña/La Coruña
15187,"GOSENDE (ENCROBAS, AS)",A Coruña/La Coruña
15187,GUICHAR,A Coruña/La Coruña
15187,GUSTOBEDRO,A Coruña/La Coruña
15187,LAVANDEIRAS,A Coruña/La Coruña
15187,LEIRANFENSTA,A Coruña/La Coruña
15187,"LOUREIRO (ENCROBAS, AS)",A Coruña/La Coruña
15187,"LOUSA DE ABAIXO (ENCROBAS, AS)",A Coruña/La Coruña
15187,"LOUSA DE ARRIBA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"LUCIN (ENCROBAS, AS)",A Coruña/La Coruña
15187,LUGAR DO MEDIO,A Coruña/La Coruña
15187,MARCON,A Coruña/La Coruña
15187,MARGANAS,A Coruña/La Coruña
15187,OUTEIRAL,A Coruña/La Coruña
15187,PEDRA GRANDE,A Coruña/La Coruña
15187,"PETON (ENCROBAS, AS)",A Coruña/La Coruña
15187,PONTOXO,A Coruña/La Coruña
15187,"PUMARIÑO (ENCROBAS, AS)",A Coruña/La Coruña
15187,"QUINTAN (ENCROBAS, AS)",A Coruña/La Coruña
15187,"RAÑOA (ENCROBAS, AS)",A Coruña/La Coruña
15187,"REGO (ENCROBAS, AS)",A Coruña/La Coruña
15187,REGO DA IÑA,A Coruña/La Coruña
15187,SAN COSMADE,A Coruña/La Coruña
15187,"SILVARREDONDA (ENCROBAS, AS)",A Coruña/La Coruña
15187,SORIGA,A Coruña/La Coruña
15187,"SOUTIÑO (ENCROBAS, AS)",A Coruña/La Coruña
15187,TILLEIRA,A Coruña/La Coruña
15187,"VIDUAL (ENCROBAS, AS)",A Coruña/La Coruña
15187,"VILAR (ENCROBAS, AS)",A Coruña/La Coruña
15188,CASANOVA (MEIRAMA),A Coruña/La Coruña
15188,CASTELO (MEIRAMA),A Coruña/La Coruña
15188,CORAIÑA,A Coruña/La Coruña
15188,ENTRANBASRIAS,A Coruña/La Coruña
15188,ESTACION (MEIRAMA),A Coruña/La Coruña
15188,FIEITOSA,A Coruña/La Coruña
15188,FIGUEIRA (MEIRAMA),A Coruña/La Coruña
15188,GANDARA (MEIRAMA),A Coruña/La Coruña
15188,IGLESARIO (MEIRAMA),A Coruña/La Coruña
15188,LARACHA (MEIRAMA),A Coruña/La Coruña
15188,LAVANDEIRA (MEIRAMA),A Coruña/La Coruña
15188,LONGO,A Coruña/La Coruña
15188,MEIRAMA (SAN ANDRES MEIRAMA),A Coruña/La Coruña
15188,PAZO (CECEBRE),A Coruña/La Coruña
15188,PEDAMUA,A Coruña/La Coruña
15188,PICARDEL,A Coruña/La Coruña
15188,PICOTA (MEIRAMA),A Coruña/La Coruña
15188,RIO (MEIRAMA),A Coruña/La Coruña
15188,RIO DE AREA,A Coruña/La Coruña
15188,ROZADOIRO,A Coruña/La Coruña
15188,SABUGUEIRO (MEIRAMA),A Coruña/La Coruña
15188,TRAVESIA,A Coruña/La Coruña
15188,VILARES (MEIRAMA),A Coruña/La Coruña
15189,BOEDO (LEDOÑO),A Coruña/La Coruña
15189,BOSQUE (TARRIO),A Coruña/La Coruña
15189,CABANA (LEDOÑO),A Coruña/La Coruña
15189,CABROIS,A Coruña/La Coruña
15189,CASAL (TARRIO),A Coruña/La Coruña
15189,CASTELO (SANTIAGO),A Coruña/La Coruña
15189,"CHAVEIROS, OS",A Coruña/La Coruña
15189,CILLOBRE (TARRIO),A Coruña/La Coruña
15189,CORNEDO (TARRIO),A Coruña/La Coruña
15189,CUBO (TARRIO),A Coruña/La Coruña
15189,CULLEREDO (SANTO ESTEVO),A Coruña/La Coruña
15189,CURRO (TARRIO),A Coruña/La Coruña
15189,DONEPEDRE,A Coruña/La Coruña
15189,ESFARRAPA (LEDOÑO),A Coruña/La Coruña
15189,FONTEMAIOR,A Coruña/La Coruña
15189,GOIMIL,A Coruña/La Coruña
15189,GROBAS DE ABAIXO,A Coruña/La Coruña
15189,GROBAS DE ARRIBA,A Coruña/La Coruña
15189,HERMIDA (TARRIO),A Coruña/La Coruña
15189,LIÑARES (TARRIO),A Coruña/La Coruña
15189,LOUREIRO (CELASDEPEIRO),A Coruña/La Coruña
15189,"NAVEIRAS, AS (VIÑA)",A Coruña/La Coruña
15189,OUTEIRO (CULLEREDO),A Coruña/La Coruña
15189,OUTEIRO DE ABAIXO (SESAMO),A Coruña/La Coruña
15189,OUTEIRO DE ARRIBA (SESAMO),A Coruña/La Coruña
15189,RUMBO,A Coruña/La Coruña
15189,SAN MIGUEL (TARRIO),A Coruña/La Coruña
15189,SESAMO (SAN MARTIÑO),A Coruña/La Coruña
15189,SILVAR (TARRIO),A Coruña/La Coruña
